title,link,snippet
(PDF) Ocean Energy exploitation in Italy: ongoing R&D activities,https://iris.enea.it/retrieve/dd11e37c-d5ce-5d97-e053-d805fe0a6f04/V2017_ocean-energy-italy.pdf,"Sep 2, 2023 ... Abstract and Figures · [165] Marcelli M., Peviani M., Piermattei V., Carli F., Bonamano S., 2009: “Sea-use map of italy: gis supporting marine energy sitting“,."
News & Events - Gis,https://www.gis-net.it/en/news-eng/,"May 12, 2023 ... GIS will participate in the OMC Med Energy Conference and Exhibition, an important meeting of the most important international companies active in the energy ..."
3Dcitymodels to support technical knowledge and... | Lasorella ...,http://www.sciresit.it/article/view/13748,"Jul 2, 2023 ... ... GIS-BIM spatial database for the historical centre of Pavia (Italy). Journal ... Energy performance assessment of the building stock in a case study in Northern ..."
Joint Summer School on Modelling Tools for Sustainable ...,https://indico.ictp.it/event/10186/timetable/,"Jul 3, 2023 ... ... (GIS) data for energy access. This can be the start of the process of ... Italy (+39) 040 2240 111 web@rt.ictp.it."
Planetek Italia | Planetek Italia,https://www.planetek.it/eng/main,"Jul 24, 2023 ... energy and utilities · infrastructure engineering · territorial planning · land and ... Planetek Italia awarded as one Italy's most competitive and reliable ..."
Home - Stonex - Design and production of Surveying Instruments,https://www.stonex.it/,"Oct 19, 2023 ... Discover more about our GIS Products and Cube-a GIS module. There will be ... Headquartered on the outskirts of Milan, Italy, Stonex is one of the world ..."
Politecnico di Milano - PhD calls - starting date September ...,https://www.dottorato.polimi.it/en/prospective-phd-candidates/calls-and-regulations/39-cycle/2nd-additional-call-2023-24,"Jul 27, 2023 ... Research topic: AI AND GIS APPLICATIONS FOR ENVIRONMENT AND BIODIVERSITY MONITORING ... Research topic: THERMAL MANAGEMENT AND ENERGY OPTIMISATION OF HIGH ENERGY ..."
Allocation Impact Report Italy,https://www.dt.mef.gov.it/export/sites/sitodt/modules/documenti_en/debito_pubblico/btp_green_post_emissioni/2023-Allocation-Impact-Report-Italy-Sov-Green-Bond-IT-20230616-EN.pdf,"Jun 16, 2023 ... Italy has long placed the development of renewable energy sources among the priorities of its ... The BIGBANG model – Gis BAsed Hydrological Balance at a ..."
INPUT2023 – Centro Planeco,https://www.centroplaneco.it/input2023/,"Sep 8, 2023 ... “Urban energy resilience and strategic urban planning in Emilia-Romagna: evidence from three cities” authored by: Giovanni Tedeschi, University of Parma (Italy) ..."
Energetics PhD ANNUAL REPORT 2021,https://www.polito.it/sites/default/files/2023-06/2021_PhD_Energetics_Annual_report.pdf,"Jun 30, 2023 ... Italy. In addition, in the field of energy renovation of ... Information System (GIS) tools, these models can estimate energy consumption, energy production and."
END a Bruxelles | Consiglio Nazionale delle Ricerche,https://www.cnr.it/en/node/7835,"Sep 20, 2023 ... During his career, he worked on topics such as industrial crops, sustainable land use, GIS and LCA, fibre crops and dedicated energy crops, biorefinery, ..."
IAMES 2024: Welcome,http://iames.unige.it/front,"Aug 3, 2023 ... ... energy, circular economy, …) in an integrated way. These topics are ... GIS-based decision support systems; Real case studies. In this framework, from a ..."
Better richer than environmentally friendly? Describing preferences ...,https://arts.units.it/retrieve/b0b28057-eb5e-46a2-8e63-dda9bb2cf8c1/s40100-023-00247-w.pdf,"May 31, 2023 ... A survey with a choice experiment was carried out in Italy among 471 farmers and people interested in agricultural machinery and technologies. The results ..."
GIS Total Return Bond Fund,https://www.pimco.it/handlers/displaydocument.ashx?c=G70974541&wd=Quarterly%20Investment%20Report%20(in%20inglese)&fn=GIS%20Total%20Return%20Bond%20Fund%20QIR.pdf&id=XnMP6QqUdI5ZK1dwlkyCX%2BbIk3CyB14b%2Bar37GK87wmuOQClXzIpu0%2FvNCX%2FMaPKPfPKS8HSYtXkG6OjWczit9se7xCD%2B%2BqWo0c8mMEOqVQcPxJQ5xyU8wSJv0SuIhG%2FOIq98PexKgo7ejn5zY7D77HYbhgBapJeZo6xm%2Fy5jLeul9kpHiRozNG02DLajn%2BylRIFMnQCIVtuJb5mML8RAO%2BlLH6gB6VkbyASp%2FZ0cXn6YHak2M0FsGvayOHvr%2FnyKOfqkRvFkf%2BLWqBbV%2FcZCV50TR5j8brFWy1scB2vWl3vPF1Q3ABF1XeACF18p0uI7hwu6zdPqz6lyL%2F3eOlcrc6hrryN%2BB9%2B3%2BjLrFQnS5zCIq%2FfKnvFo8C0QkQrqtJp%2F2KUW9mnXRFO2M7CeQAePkN4WsA1vtbewGWMR8F5wA71v2LZP6CQJ7M3VWgsuIS4WiOfqAgK1aAE%2BO%2BGTRGzjiF3mY56F9WIrL%2BnJQN3rwu24N3w%2F5aXtz5SjC54R8cR,"Jun 30, 2023 ... in JPY); EM currencies (JPMorgan ELMI Plus Composite); Energy (Bloomberg Energy ... Milano, Italy), PIMCO Europe GmbH Irish Branch (Company No. 909462, 57B ..."
Spin-offs and Start-ups | Sapienza Università di Roma,https://www.uniroma1.it/en/pagina/spin-offs-and-start-ups,"Aug 2, 2023 ... ... Italy and worldwide. Speak To Me"" is a multimodal software that healthcare ... Department of Astronautical, Electrical and Energy Engineering. Dream S.r.l.."
SHORT CURRICULUM VITAE of ALFONSO SENATORE ...,https://www.unical.it/media/medias/2023/Senatore_Alfonso.pdf,"Jun 21, 2023 ... University of Calabria, Italy (PhD Supervisors: Prof. G. Mendicino, Prof. S ... energy cycle evaluation” (Fersch B., Senatore A. et al., Hydrol. Earth Syst ..."
Events and news | Energy s.r.l.,https://www.energylecco.it/en/events-and-news,"Jul 14, 2023 ... Following the success of the Milan Issa Pulire 2023 trade fair, we are pleased to send all our customers to visit us at the Gis ... 23848 – Oggiono (LC), Italy. + ..."
Bottom-up building stock retrofit based on levelized cost of saved ...,https://bia.unibz.it/view/pdfCoverPage?instCode=39UBZ_INST&filePid=13253224980001241&download=true,"Aug 26, 2023 ... [42], and Italy [6,34,43]. ... residential building stock of an entire city: a GIS-based statistical downscaling · approach applied to Rotterdam, Energy Build."
Topographic & bathymetric surveys - Geosyntech,https://www.geosyntech.it/topographic-bathymetric-surveys/?lang=en,"Jul 17, 2023 ... G.I.S., environmental impact assessment, territorial studies. Contact us for ... (Italy) – Tel. +39 040 362032 – info@geosyntech.it – VAT number 0074684032."
