title,link,snippet
Startup: Energy Dome cattura la CO2 e vuole aprire 6 nuovi impianti ...,https://www.wired.it/article/startup-energy-dome-cattura-co2-impianti-2024/,"Oct 1, 2023 ... La startup italiana che cattura la CO2 vuole aprire 6 nuovi impianti. Eventi · Newsletter · Magazine · Cerca · Scienza · Economia · Cultura · Gadget · Security ..."
Feed - Bluefoundation,https://bluefoundation.it/feed-bf/,"Oct 9, 2023 ... ... Cambiamento Climatico come Opportunità di Investimento per le Industrie ... As the world grapples with the urgency of addressing climate change, businesses..."
European Corporate Governance Institute: ECGI,https://www.aidaf-ey.unibocconi.it/wps/wcm/connect/c82c554c-e52a-41df-82f8-91517601aecd/Codice_Autodisciplina_ottobre2017.pdf?MOD=AJPERES&CVID=m80lP93,"8 hours ago ... VCs can promise to give founders early liquidity when their startup grows, job ... Climate Change. 18 October 2023. In Conversation with Prof. Michelle Lowry."
ENI CBC Med,https://www.ge.camcom.gov.it/it/gestisci/finanziamenti-e-contributi-per-limpresa/finanziamenti-e-contributi-europei/finanziamenti-a-gestione-decentrata/interreg-eni-cbc-med,"3 hours ago ... ... climate change, pollution, youth unemployment and social inequality. Acting ... A total of 28 participants from 4 public buyers, 8 private sector, startup ..."
In Svizzera un impianto che immagazzina permanentemente CO2 ...,https://www.ingenio-web.it/articoli/in-svizzera-un-impianto-che-immagazzina-permanentemente-co2-nel-calcestruzzo-di-scarto/,"Oct 10, 2023 ... La startup Neustark, in collaborazione con Heim, ha aperto il suo primo impianto di cattura ... Climate Change]"", ha detto Johannes Tiefenthaler, co-fondatore e ..."
"Sublime Systems, electric breakthrough: zero impact concrete and ...",https://en.futuroprossimo.it/2023/10/sublime-systems-svolta-elettrica-cemento-a-impatto-zero-e-senza-forni/,"4 days ago ... What if we could produce it with zero impact, without emitting a single molecule of CO2? Sublime Systems, a startup born from an offshoot of MIT, is ..."
"StartCup 2023, al via le sfide per il Premio Nazionale Innovazione ...",https://www.repubblica.it/green-and-blue/dossier/startcup-2023/2023/10/15/news/startcup_2023_startup_clean_tech_energy_premio_nazionale_innovazione-417864444/,"Oct 15, 2023 ... ... startup che avrà proposto l'attività più innovativa contro il cambiamento climatico. ... Climate Change 2022, la startup è stata fondata da Matteo Silverio e ..."
"FARE INSIEME STARTUP - Ep. 5 - Factanza, that winning idea of ...",https://www.confindustriaemilia.it/flex/cm/pages/ServeBLOB.php/L/EN/IDPagina/102961,"Oct 12, 2023 ... FARE INSIEME STARTUP - Ep. 5 - Factanza, that winning idea of information for ... climate change, there are those who choose the path of sustainability and ..."
"Dal cacao sostenibile al monitoraggio della radioattività, i vincitori di ...",https://www.repubblica.it/green-and-blue/dossier/startcup-2023/2023/10/18/news/start_cup_puglia_foreverland_flying_demon-418142620/,"Oct 18, 2023 ... ... climate change. Vince la startup Flying DEMon, la cui missione è quella di fornire servizi nel settore della rilevazione e nel monitoraggio ambientale di ..."
"Milano, il manager della startup che migliora la qualità dell'aria a ...",https://milano.corriere.it/notizie/cronaca/23_ottobre_07/milano-il-manager-della-startup-che-migliora-la-qualita-dell-aria-a-scuola-l-ho-fatto-per-mia-figlia-ora-fatturo-1-milione-di-euro-d2a70afa-ab82-457d-be54-b554064e8xlk.shtml,"Oct 7, 2023 ... Le rilevazioni parleranno di una concentrazione di CO2 in aula di 6 mila parti per milione contro le 1.000 medie. A quel punto, Gaetano Lapenta pensa solo ..."
