title,link,snippet
Startup: Energy Dome cattura la CO2 e vuole aprire 6 nuovi impianti ...,https://www.wired.it/article/startup-energy-dome-cattura-co2-impianti-2024/,"Oct 1, 2023 ... La startup italiana che cattura la CO2 vuole aprire 6 nuovi impianti. Eventi · Newsletter · Magazine · Cerca · Scienza · Economia · Cultura · Gadget · Security ..."
Feed - Bluefoundation,https://bluefoundation.it/feed-bf/,"Oct 9, 2023 ... | We'll keep it brief: 🗓️ Mark your calendars for 10-13 October, booth H6-C030a - Startup ... CO2 from the atmosphere, it would not be able to offset any ..."
In Svizzera un impianto che immagazzina permanentemente CO2 ...,https://www.ingenio-web.it/articoli/in-svizzera-un-impianto-che-immagazzina-permanentemente-co2-nel-calcestruzzo-di-scarto/,"Oct 10, 2023 ... La startup Neustark, in collaborazione con Heim, ha aperto il suo primo impianto di cattura ... CO2 all'anno. Utilizzando il calcestruzzo proveniente da ..."
"Sublime Systems, electric breakthrough: zero impact concrete and ...",https://en.futuroprossimo.it/2023/10/sublime-systems-svolta-elettrica-cemento-a-impatto-zero-e-senza-forni/,"4 days ago ... What if we could produce it with zero impact, without emitting a single molecule of CO2? Sublime Systems, a startup born from an offshoot of MIT, is ..."
"Milano, il manager della startup che migliora la qualità dell'aria a ...",https://milano.corriere.it/notizie/cronaca/23_ottobre_07/milano-il-manager-della-startup-che-migliora-la-qualita-dell-aria-a-scuola-l-ho-fatto-per-mia-figlia-ora-fatturo-1-milione-di-euro-d2a70afa-ab82-457d-be54-b554064e8xlk.shtml,"Oct 7, 2023 ... Le rilevazioni parleranno di una concentrazione di CO2 in aula di 6 mila parti per milione contro le 1.000 medie. A quel punto, Gaetano Lapenta pensa solo ..."
"Growth Marketing Director job in San Francisco, CA at Get It Recruit ...",https://www.get.it/job/growth-marketing-director-in-san-francisco-ca-at-get-it-recruit-marketing-ga_483912942232797299,"5 days ago ... ... CO2 emissions and preventing grid blackouts, while enjoying a close-knit and ... startup with significant investment and growth potential - Collaborative and ..."
Costruita la prima casa che assorbe CO2 - Tom's Hardware,https://www.tomshw.it/scienze/costruita-la-prima-casa-che-assorbe-co2,"Oct 16, 2023 ... Una startup guidata da Rick Fox, ex giocatore di basket, sviluppa abitazioni sostenibili con un nuovo tipo di cemento per ridurre le emissioni di CO2."
Il cioccolato senza cacao Freecao di Foreverland,https://www.baritoday.it/cibo/storie/il-cioccolato-senza-cacao-freecao-di-foreverland.html,"Oct 3, 2023 ... Il cioccolato senza cacao Freecao di Foreverland, startup pugliese data dall'incontro di quattro giovani che vuole fare un cioccolato più sostenibile."
72 startup da 14 paesi del mondo per il programma di incubazione ...,https://sellainsights.it/-/72-startup-da-14-paesi-del-mondo-per-il-programma-di-incubazione-ai,"Oct 18, 2023 ... Sono 7 i progetti selezionati per la fase finale dell'iniziativa internazionale del gruppo Sella rivolta a startup ... CO2. Ellycode, Italia Sviluppa una ..."
A settembre investiti 69 milioni in startup (777 milioni nel 2023). I ...,https://www.repubblica.it/tecnologia/2023/10/03/news/startup_settembre_2023_investimenti_venture_capital-416656743/,"Oct 3, 2023 ... La società è specializzata nella cattura di CO2 e nello sviluppo di microbi biologici da applicare ai semi per raccolti più produttivi. Le quattro nuove startup ..."
Materia Rinnovabile | Renewable Matter,http://www.materiarinnovabile.it/,"6 hours ago ... ... cattura e stoccaggio di CO₂. di Giorgio Kaldor. 26 Oct 2023 10:30. Articoli ... Startup, Seatopia: acquacoltura rigenerativa e frutti di mare certificati a ..."
The Chamber of Commerce of Milan Monza Brianza Lodi,https://www.milomb.camcom.it/english,"Oct 5, 2023 ... ... CO2 emissions and fuel consumption of new cars · European Projects. European ... Startup Point. Startup Point · Start-ups · Aspiring entrepreneurs. The Chamber of ..."
I microfoni che «silenziano» i colleghi molesti in un ufficio open ...,https://www.corriere.it/tecnologia/23_settembre_29/lo-sciame-di-robot-che-cattura-un-voce-in-mezzo-al-rumore-337da73c-a87b-4d2f-9959-f47d50a53xlk.shtml,"Sep 29, 2023 ... startup · Twitter · social network · privacy · copyright · Energie rinnovabili · truffe digitali · ricorrenze · antitrust · Meta · eclissi · ricerca scientifica ..."
Terna: avviata la collaborazione con le due startup scelte con la call ...,https://www.terna.it/it/media/comunicati-stampa/dettaglio/avviata-collaborazione-due-startup-call-data-science-resilience,"Oct 17, 2023 ... Produzione lorda vs Emissioni CO2 combustibile · Produzione termoelettrica ... Terna: avviata la collaborazione con le due startup scelte con la call “Data ..."
